"","MISSIONID","REGION","REGION_NAME","ISLAND","ISLANDCODE","REEF_ZONE","DEPTH_BIN","YEAR","DATE_","NO_SURVEY_YN","SITEVISITID","SITE","DIVER","TRANSECT","SEGMENT","SEGWIDTH","SEGLENGTH","Fragment","COLONYID","SPCODE","MORPHOLOGY","COLONYLENGTH","OLDDEAD","RDEXTENT1","GENRD1","RD1","RDEXTENT2","GENRD2","RD2","GENRD3","RD3","RDEXTENT3","CONDITION_1","CONDITION_2","CONDITION_3","EXTENT_1","EXTENT_2","EXTENT_3","SEVERITY_1","SEVERITY_2","SEVERITY_3","GENUS_CODE","S_ORDER","TAXONNAME","LATITUDE","LONGITUDE","SEC_NAME","ANALYSIS_YEAR","bANALYSIS_SCHEME","MIN_DEPTH_M","MAX_DEPTH_M","TAXONCODE","TRANSECTAREA","PER_DEAD","Area_surveyed_m2","logCOLONYLENGTH","TAIL_BINS"
"55","MP1602","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2015,"2015-11-02 00:00:00",0,9247,"TUT-02141","JST",2,10,1,2.5,NA,465052,"ISSP","Encrusting (mounding)",10,0,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.24711,-170.6693,"VATIA_SO","2015","NO SCHEME",11.27705,14.02012,"ISSP",10,0,10,2.30258509299405,"Q20"
"56","MP1602","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2015,"2015-11-02 00:00:00",0,9245,"TUT-02142","JST",2,5,1,2.5,NA,465082,"ISSP","Encrusting (mounding)",29,0,5,"OVRG","MACA",0,"","","","",0,"TIN","","",20,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.24955,-170.6724,"VATIA_SO","2015","NO SCHEME",7.314843,10.05791,"ISSP",10,5,10,3.36729582998647,"QMED"
"57","MP1602","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2015,"2015-11-06 00:00:00",0,9262,"TUT-02155","BDS",2,5,1,2.5,NA,462705,"ISSP","Encrusting (mounding)",8,0,0,"","",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.24323,-170.6699,"VATIA_NO","2015","NO SCHEME",10.97226,13.71533,"ISSP",5.65,0,10,2.07944154167984,"Q20"
"58","MP1602","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2015,"2015-11-06 00:00:00",0,9262,"TUT-02155","JST",1,0,1,2.5,NA,465831,"ISSP","Encrusting (mounding)",5,0,5,"OVRG","MACA",0,"","","","",0,"NDZ","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora sp",-14.24323,-170.6699,"VATIA_NO","2015","NO SCHEME",10.97226,13.71533,"ISSP",10,5,10,1.6094379124341,"Q20"
"59","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,566276,"ICRA","Encrusting (mounding)",7,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,1.94591014905531,"Q20"
"60","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,566279,"ICRA","Encrusting (mounding)",50,5,0,"","",0,"","","","",0,"TIN","","",2,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,5,10,3.91202300542815,"Q80"
"61","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,573354,"ICRA","Encrusting (mounding)",46,85,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,85,10,3.8286413964891,"Q80"
"62","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,573359,"ICRA","Encrusting (mounding)",5,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,1.6094379124341,"Q20"
"63","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,573841,"ICRA","Encrusting (mounding)",7,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,1.94591014905531,"Q20"
"64","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,574633,"ICRA","Encrusting (mounding)",42,0,0,"","",0,"","","","",0,"BIN","","",2,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,3.73766961828337,"Q80"
"65","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,576647,"ICRA","Encrusting (mounding)",38,0,0,"","",0,"","","","",0,"BIN","","",2,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,3.63758615972639,"QMED"
"66","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,576751,"ICRA","Encrusting (mounding)",54,15,0,"","",0,"","","","",0,"TIN","","",1,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,15,10,3.98898404656427,"Q80"
"67","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BH",1,10,1,2.5,0,576752,"ICRA","Encrusting (mounding)",50,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,5,10,3.91202300542815,"Q80"
"68","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566298,"ICRA","Encrusting (mounding)",22,0,0,"","",0,"","","","",0,"TIN","","",5,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,3.09104245335832,"QMED"
"69","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566300,"ICRA","Encrusting (mounding)",54,40,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,40,10,3.98898404656427,"Q80"
"70","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566303,"ICRA","Encrusting (mounding)",9,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,10,10,2.19722457733622,"Q20"
"71","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566304,"ICRA","Encrusting (mounding)",14,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,2.63905732961526,"QMED"
"72","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566305,"ICRA","Encrusting (mounding)",7,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,1.94591014905531,"Q20"
"73","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566687,"ICRA","Encrusting (mounding)",52,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,10,10,3.95124371858143,"Q80"
"74","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566690,"ICRA","Encrusting (mounding)",12,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,2.484906649788,"Q20"
"75","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,566692,"ICRA","Encrusting (mounding)",22,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,3.09104245335832,"QMED"
"76","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,572185,"ICRA","Encrusting (mounding)",20,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,5,10,2.99573227355399,"QMED"
"77","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,576457,"ICRA","Encrusting (mounding)",20,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,5,10,2.99573227355399,"QMED"
"78","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","BVA",1,5,1,2.5,0,576459,"ICRA","Encrusting (mounding)",15,10,0,"","",0,"","","","",0,"TIN","","",5,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,10,10,2.70805020110221,"QMED"
"79","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,567531,"ICRA","Plating",33,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,10,10,3.49650756146648,"QMED"
"80","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,572148,"ICRA","Plating",70,25,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,25,10,4.24849524204936,"Q80"
"81","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,572149,"ICRA","Plating",17,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,10,10,2.83321334405622,"QMED"
"82","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,573834,"ICRA","Plating",50,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,10,10,3.91202300542815,"Q80"
"83","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,573837,"ICRA","Plating",21,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,3.04452243772342,"QMED"
"84","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,576610,"ICRA","Plating",43,15,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,15,10,3.76120011569356,"Q80"
"85","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MAR",1,0,1,2.5,0,576626,"ICRA","Plating",16,20,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,20,10,2.77258872223978,"QMED"
"86","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,572277,"ICRA","Encrusting (mounding)",12,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,2.484906649788,"Q20"
"87","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,572278,"ICRA","Encrusting (mounding)",8,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,2.07944154167984,"Q20"
"88","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,572280,"ICRA","Mounding",23,0,5,"PRED","FISH",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,5,10,3.13549421592915,"QMED"
"89","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,573664,"ICRA","Encrusting (mounding)",21,2,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,2,10,3.04452243772342,"QMED"
"90","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,573665,"ICRA","Encrusting (mounding)",7,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,1.94591014905531,"Q20"
"91","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,573666,"ICRA","Plating",42,15,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,15,10,3.73766961828337,"Q80"
"92","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,573667,"ICRA","Plating",25,0,2,"DAMG","DAMG",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,2,10,3.2188758248682,"QMED"
"93","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,574875,"ICRA","Plating",29,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,3.36729582998647,"QMED"
"94","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,574878,"ICRA","Encrusting (mounding)",13,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,2.56494935746154,"QMED"
"95","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12162,"TUT-03020","MSW",1,15,1,2.5,0,574879,"ICRA","Mounding",6,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.33662,-170.8041,"TUT_SW_OPEN","2018","BEN_SEC2018",12.80098,13.71533,"ICRA",10,0,10,1.79175946922805,"Q20"
"96","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12161,"TUT-03021","BH",1,10,1,2.5,0,577396,"ICRA","Encrusting (mounding)",18,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,0,10,2.89037175789616,"QMED"
"97","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12161,"TUT-03021","BVA",1,15,1,2.5,0,566701,"ICRA","Encrusting (mounding)",40,0,0,"","",0,"","","","",0,"SGA","","",3,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,0,10,3.68887945411394,"QMED"
"98","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12161,"TUT-03021","BVA",1,15,1,2.5,0,566702,"ICRA","Encrusting (mounding)",10,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,0,10,2.30258509299405,"Q20"
"99","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12161,"TUT-03021","BVA",1,15,1,2.5,0,573844,"ICRA","Encrusting (mounding)",21,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,0,10,3.04452243772342,"QMED"
"100","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12161,"TUT-03021","BVA",1,15,1,2.5,0,577956,"ICRA","Encrusting (mounding)",28,10,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,10,10,3.3322045101752,"QMED"
"101","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12161,"TUT-03021","MAR",1,0,1,2.5,0,573332,"ICRA","Encrusting (mounding)",22,1,1,"PRED","FISH",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,2,10,3.09104245335832,"QMED"
"102","HA1801","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2018,"2018-07-17 00:00:00",0,12161,"TUT-03021","MAR",1,0,1,2.5,0,576294,"ICRA","Plating",33,1,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.34374,-170.7891,"TUT_SW_OPEN","2018","BEN_SEC2018",14.62969,16.15361,"ICRA",10,1,10,3.49650756146648,"QMED"
"103","RA2301_LEG3","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2023,"2023-04-17 11:28:01",0,51424,"TUT-05743","NO",1,10,1,2.5,0,1006458,"ICRA","Encrusting (mounding)",16,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.27975,-170.6196,"TUT_SE_OPEN","2023","RAMP_BASIC",14.62969,14.93447,"ICRA",10,5,10,2.77258872223978,"QMED"
"104","RA2301_LEG3","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2023,"2023-04-18 12:44:32",0,51442,"TUT-05795","BH",1,5,1,2.5,0,1008816,"ICRA","Encrusting (mounding)",22,80,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36406,-170.7618,"TUT_FAGATELE","2023","RAMP_BASIC",6.400488,7.924413,"ICRA",10,80,10,3.09104245335832,"QMED"
"105","RA2301_LEG3","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2023,"2023-04-18 12:44:32",0,51442,"TUT-05795","BH",1,5,1,2.5,0,1008817,"ICRA","Encrusting (mounding)",14,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36406,-170.7618,"TUT_FAGATELE","2023","RAMP_BASIC",6.400488,7.924413,"ICRA",10,0,10,2.63905732961526,"QMED"
"106","RA2301_LEG3","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2023,"2023-04-18 12:44:32",0,51442,"TUT-05795","BH",1,5,1,2.5,0,1008819,"ICRA","Encrusting (mounding)",6,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36406,-170.7618,"TUT_FAGATELE","2023","RAMP_BASIC",6.400488,7.924413,"ICRA",10,0,10,1.79175946922805,"Q20"
"107","RA2301_LEG3","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2023,"2023-04-18 12:44:32",0,51442,"TUT-05795","BH",1,5,1,2.5,0,1008829,"ICRA","Encrusting (mounding)",20,8,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36406,-170.7618,"TUT_FAGATELE","2023","RAMP_BASIC",6.400488,7.924413,"ICRA",10,8,10,2.99573227355399,"QMED"
"108","RA2301_LEG3","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2023,"2023-04-18 12:44:32",0,51442,"TUT-05795","BH",1,5,1,2.5,0,1008830,"ICRA","Encrusting (mounding)",14,5,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36406,-170.7618,"TUT_FAGATELE","2023","RAMP_BASIC",6.400488,7.924413,"ICRA",10,5,10,2.63905732961526,"QMED"
"109","RA2301_LEG3","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2023,"2023-04-18 12:44:32",0,51442,"TUT-05795","BH",1,5,1,2.5,0,1008831,"ICRA","Encrusting (mounding)",27,0,3,"PRED","GAST",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36406,-170.7618,"TUT_FAGATELE","2023","RAMP_BASIC",6.400488,7.924413,"ICRA",10,3,10,3.29583686600433,"QMED"
"110","RA2301_LEG3","SAMOA","American Samoa","Tutuila","TUT","Forereef","Mid",2023,"2023-04-18 12:44:32",0,51442,"TUT-05795","BH",1,5,1,2.5,0,1008833,"ICRA","Encrusting (mounding)",13,0,0,"","",0,"","","","",0,"","","",NA,NA,NA,NA,NA,NA,"ISSP","Scleractinia","Isopora crateriformis",-14.36406,-170.7618,"TUT_FAGATELE","2023","RAMP_BASIC",6.400488,7.924413,"ICRA",10,0,10,2.56494935746154,"QMED"
